7	-0.644269442	1.417963545	1.074380376	-0.492199018	0.948934095	0.428118463	1.120631358	-3.807864239	0.615374731	1.249376178	-0.619467796	0.291474353	1.757964214	-1.32386522	0.686132504	-0.076126999	-1.222127345	-0.35822157	0.324504731	-0.156741852	1.94346534	-1.01545471	0.05750353	-0.649709006	-0.415266566	-0.051634297	-1.206921081	-1.085339188	40.8	0
7	-0.894286082	0.286157196	-0.113192213	-0.27152613	2.66959866	3.721818061	0.370145128	0.851084443	-0.392047587	-0.410430433	-0.705116587	-0.110452262	-0.286253632	0.07435536	-0.32878305	-0.210077268	-0.499767969	0.118764861	0.570328167	0.052735669	-0.0734251	-0.268091632	-0.20423267	1.011591802	0.37320468	-0.384157308	0.011747356	0.14240433	93.2	0
9	-0.338261752	1.119593376	1.044366552	-0.222187277	0.499360806	-0.246761101	0.651583206	0.069538587	-0.736727316	-0.366845639	1.017614468	0.83638957	1.006843514	-0.443522817	0.150219101	0.739452777	-0.540979922	0.47667726	0.451772964	0.203711455	-0.246913937	-0.633752642	-0.120794084	-0.385049925	-0.069733046	0.094198834	0.246219305	0.083075649	3.68	0
10	1.449043781	-1.176338825	0.913859833	-1.375666655	-1.971383165	-0.629152139	-1.423235601	0.048455888	-1.720408393	1.626659058	1.19964395	-0.671439778	-0.513947153	-0.095045045	0.230930409	0.031967467	0.253414716	0.854343814	-0.221365414	-0.387226474	-0.009301897	0.313894411	0.027740158	0.500512287	0.251367359	-0.129477954	0.042849871	0.016253262	7.8	0
10	0.384978215	0.616109459	-0.874299703	-0.094018626	2.924584378	3.317027168	0.470454672	0.538247228	-0.558894612	0.309755394	-0.259115564	-0.326143234	-0.090046723	0.362832369	0.928903661	-0.129486811	-0.809978926	0.35998539	0.707663826	0.125991576	0.049923686	0.238421512	0.009129869	0.99671021	-0.767314827	-0.492208295	0.042472442	-0.054337388	9.99	0
10	1.249998742	-1.221636809	0.383930151	-1.234898688	-1.485419474	-0.753230165	-0.689404975	-0.227487228	-2.094010573	1.323729274	0.227666231	-0.242681999	1.205416808	-0.317630527	0.72567499	-0.815612186	0.873936448	-0.847788599	-0.683192626	-0.102755942	-0.231809239	-0.48328533	0.084667691	0.392830885	0.161134554	-0.35499004	0.026415549	0.042422089	121.5	0
11	1.069373588	0.287722129	0.828612727	2.71252043	-0.178398016	0.33754373	-0.096716862	0.115981736	-0.221082566	0.460230444	-0.773656931	0.323387245	-0.011075887	-0.178485175	-0.655564278	-0.199925171	0.124005415	-0.980496202	-0.982916082	-0.153197231	-0.036875532	0.074412403	-0.071407433	0.104743753	0.548264725	0.104094153	0.021491058	0.021293311	27.5	0
12	-2.791854766	-0.327770757	1.641750161	1.767472744	-0.136588446	0.807596468	-0.42291139	-1.907107476	0.755712908	1.151086988	0.844555471	0.792943952	0.370448093	-0.734975106	0.40679571	-0.303057624	-0.155868715	0.778265457	2.221868014	-1.582122044	1.151663048	0.222181966	1.020586204	0.028316651	-0.232746324	-0.235557218	-0.164777512	-0.030153637	58.8	0
12	-0.752417043	0.345485415	2.057322913	-1.468643298	-1.15839368	-0.077849829	-0.608581418	0.003603484	-0.436166984	0.747730827	-0.793980603	-0.770406729	1.047626997	-1.066603681	1.106953457	1.660113557	-0.279265373	-0.419994141	0.432535349	0.263450864	0.499624955	1.353650486	-0.25657328	-0.065083708	-0.039124354	-0.087086473	-0.1809975	0.129394059	15.99	0
12	1.103215435	-0.040296215	1.267332089	1.28909147	-0.735997164	0.288069163	-0.586056786	0.189379714	0.782332892	-0.267975067	-0.45031128	0.936707715	0.708380406	-0.468647288	0.354574063	-0.246634656	-0.009212378	-0.595912406	-0.575681622	-0.113910177	-0.024612006	0.196001953	0.013801654	0.103758331	0.364297541	-0.382260574	0.092809187	0.037050517	12.99	0
13	-0.436905071	0.918966213	0.924590774	-0.727219054	0.915678718	-0.127867352	0.707641607	0.087962355	-0.665271354	-0.737979824	0.324097813	0.277192107	0.252624256	-0.29189646	-0.184520169	1.143173707	-0.928709263	0.680469593	0.025436462	-0.047021282	-0.194795824	-0.672637997	-0.156857514	-0.888386321	-0.342413219	-0.049026729	0.079692399	0.131023789	0.89	0
7526	0.008430365	4.137836835	-6.240696572	6.675732163	0.768307025	-3.353059548	-1.631734673	0.154612448	-2.795892464	-6.18789063	5.664394709	-9.854484823	-0.306166658	-10.69119621	-0.638498193	-2.041973791	-1.129055877	0.116452521	-1.934665739	0.488378221	0.36451421	-0.608057134	-0.539527942	0.128939983	1.48848121	0.507962678	0.735821636	0.513573741	1	1
7529	1.335652917	-0.941235493	0.062472987	-2.683386946	-1.141245846	-0.842195075	-0.730715022	-0.071951672	1.951577432	-0.892274787	2.375476113	-2.016115465	0.25060714	2.248759152	0.89604352	-2.489148231	1.027120822	1.894678994	0.041144182	-0.634308721	-0.47153344	-0.58811141	0.024824417	-0.097142552	0.414308568	-0.842217885	0.056799746	0.006222006	22.42	0
7535	-2.496897568	2.248108588	1.027287518	-0.208082512	-0.28466857	0.051691622	0.337723153	0.120440895	3.144748395	2.319937513	2.241242395	-1.924606635	0.544179108	0.677034183	-1.605577765	-0.920547552	0.788835547	-0.210811863	-0.282031611	1.142102292	-0.418993718	0.129525017	-0.083304443	0.162773647	0.11905971	0.339559893	1.119957449	0.542008401	7.49	0
7535	0.026779226	4.132463897	-6.560599968	6.348556673	1.329665669	-2.513478848	-1.6891022	0.303252801	-3.139409057	-6.045467798	6.754625448	-8.948178579	0.702724998	-10.7338541	-1.379519857	-1.638960115	-1.746350136	0.776744098	-1.327356635	0.587743219	0.370508651	-0.576752473	-0.669605372	-0.75990753	1.60505555	0.540675396	0.737040382	0.496699108	1	1
7538	-1.332883837	1.061150897	2.006449807	0.335083082	-0.464915525	-0.021190516	0.146869531	0.132415185	2.049380032	-0.079349247	0.662529104	-2.048198442	1.870365741	0.726216411	-0.645463524	-0.655263542	0.949372533	-0.371472346	-0.654746678	0.315771233	-0.107194367	0.6635483	-0.169461273	0.407201203	-0.168003587	0.379272324	0.119636417	-0.178640793	29.99	0
7543	0.329594333	3.712889295	-5.775935108	6.078265506	1.667359013	-2.420168414	-0.812891249	0.133080118	-2.214311312	-5.134454471	4.560720106	-8.873748362	-0.7974836	-9.17716637	-0.257024775	-0.87168849	1.313013629	0.773913873	-2.370599451	0.269772776	0.156617169	-0.652450441	-0.551572219	-0.716521635	1.415716615	0.55526474	0.530507389	0.404474055	1	1
7549	-0.018934938	0.605479347	1.137534445	2.021225069	0.141565023	-0.718487031	-0.191624474	-0.194662179	1.044716616	0.129598585	1.458831834	-1.895812294	2.24651832	1.604513912	1.141945868	-0.892331186	1.209303559	-0.478280442	0.527397571	-0.234686301	-0.239660403	-0.273905905	0.188732181	0.534994295	-0.94615519	-0.583941298	-0.11785011	-0.118668605	9.99	0
7551	0.316459	3.809075947	-5.615159011	6.047445102	1.554025957	-2.651353112	-0.746579273	0.055586311	-2.678678542	-4.959492912	6.439053352	-7.520117393	0.386351667	-9.252307247	-1.365188415	-0.502362191	0.784426598	1.494304607	-1.808012159	0.388307428	0.208828369	-0.511746619	-0.583813221	-0.219845029	1.474752584	0.491191926	0.518868285	0.402528068	1	1
406	-2.312226542	1.951992011	-1.609850732	3.997905588	-0.522187865	-1.426545319	-2.537387306	1.391657248	-2.770089277	-2.772272145	3.202033207	-2.899907388	-0.595221881	-4.289253782	0.38972412	-1.14074718	-2.830055675	-0.016822468	0.416955705	0.126910559	0.517232371	-0.035049369	-0.465211076	0.320198199	0.044519167	0.177839798	0.261145003	-0.143275875	0	1
472	-3.043540624	-3.157307121	1.08846278	2.288643618	1.35980513	-1.064822523	0.325574266	-0.067793653	-0.270952836	-0.838586565	-0.414575448	-0.50314086	0.676501545	-1.692028933	2.000634839	0.666779696	0.599717414	1.725321007	0.28334483	2.102338793	0.661695925	0.435477209	1.375965743	-0.293803153	0.279798032	-0.145361715	-0.252773123	0.035764225	529	1
4462	-2.303349568	1.75924746	-0.359744743	2.330243051	-0.821628328	-0.075787571	0.562319782	-0.399146578	-0.238253368	-1.525411627	2.032912158	-6.560124295	0.022937323	-1.470101536	-0.698826069	-2.282193829	-4.781830856	-2.615664945	-1.334441067	-0.430021867	-0.294166318	-0.932391057	0.172726296	-0.087329538	-0.156114265	-0.542627889	0.039565989	-0.153028797	239.93	1
6986	-4.397974442	1.358367028	-2.592844218	2.679786967	-1.128130942	-1.706536388	-3.496197293	-0.248777743	-0.247767899	-4.801637406	4.895844223	-10.91281932	0.184371686	-6.771096725	-0.007326183	-7.358083221	-12.59841854	-5.131548628	0.308333946	-0.171607879	0.573574068	0.176967718	-0.436206884	-0.053501865	0.252405262	-0.657487755	-0.827135715	0.84957338	59	1
7519	1.234235046	3.019740421	-4.304596885	4.73279513	3.624200831	-1.357745663	1.713444988	-0.496358487	-1.28285782	-2.447469255	2.101343865	-4.609628391	1.464377625	-6.079337193	-0.339237373	2.581850954	6.739384385	3.042493178	-2.721853122	0.009060836	-0.379068307	-0.704181032	-0.656804756	-1.632652957	1.488901448	0.566797273	-0.010016223	0.146792735	1	1

